arquivo,real,previsto,prob_amora,acertou
not_amora/not_amora_0374.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0375.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0376.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0377.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0378.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0379.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0380.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0381.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0382.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0383.jpg,not_amora,not_amora,0.333,True
not_amora/not_amora_0384.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0385.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0386.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0387.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0388.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0389.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0390.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0391.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0392.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0393.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0394.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0395.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0396.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0397.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0398.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0399.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0400.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0401.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0402.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0403.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0404.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0405.jpg,not_amora,not_amora,0.012,True
not_amora/not_amora_0406.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0407.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0408.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0409.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0410.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0411.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0412.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0413.jpg,not_amora,not_amora,0.002,True
not_amora/not_amora_0414.jpg,not_amora,not_amora,0.002,True
not_amora/not_amora_0415.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0416.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0417.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0418.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0419.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0420.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0421.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0422.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0423.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0424.jpg,not_amora,not_amora,0.005,True
not_amora/not_amora_0425.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0426.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0427.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0428.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0429.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0430.jpg,not_amora,not_amora,0.002,True
not_amora/not_amora_0431.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0432.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0433.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0434.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0435.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0436.jpg,not_amora,not_amora,0.006,True
not_amora/not_amora_0437.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0438.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0439.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0440.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0441.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0442.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0443.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0444.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0445.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0446.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0447.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0448.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0449.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0450.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0451.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0452.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0453.jpg,not_amora,not_amora,0.003,True
not_amora/not_amora_0454.jpg,not_amora,not_amora,0.003,True
not_amora/not_amora_0455.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0456.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0457.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0458.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0459.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0460.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0461.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0462.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0463.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0464.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0465.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0466.jpg,not_amora,not_amora,0.004,True
not_amora/not_amora_0467.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0468.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0469.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0470.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0471.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0472.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0473.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0474.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0475.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0476.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0477.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0478.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0479.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0480.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0481.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0482.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0483.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0484.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0485.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0486.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0487.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0488.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0489.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0490.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0491.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0492.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0493.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0494.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0495.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0496.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0497.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0498.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0499.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0500.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0501.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0502.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0503.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0504.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0505.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0506.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0507.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0508.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0509.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0510.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0511.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0512.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0513.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0514.jpg,not_amora,not_amora,0.002,True
not_amora/not_amora_0515.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0516.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0517.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0518.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0519.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0520.jpg,not_amora,not_amora,0.0,True
not_amora/not_amora_0521.jpg,not_amora,not_amora,0.001,True
not_amora/not_amora_0522.jpg,not_amora,not_amora,0.0,True
